laus_code,state_fips_code,county_fips_code,county_name_state_abbreviation,year,labor_force,employed,unemployed,unemployment_rate
CN1207500000000,12,075,"Levy County, FL",2022,17093,16498,595,3.5     
CN1207700000000,12,077,"Liberty County, FL",2022,2630,2547,83,3.2     
CN1207900000000,12,079,"Madison County, FL",2022,7832,7575,257,3.3     
CN1208100000000,12,081,"Manatee County, FL",2022,186606,181278,5328,2.9     
CN1208300000000,12,083,"Marion County, FL",2022,148279,143171,5108,3.4     
CN1208500000000,12,085,"Martin County, FL",2022,76101,74049,2052,2.7     
CN1208600000000,12,086,"Miami-Dade County, FL",2022,1371121,1335035,36086,2.6     
CN1208700000000,12,087,"Monroe County, FL",2022,49262,48347,915,1.9     
CN1208900000000,12,089,"Nassau County, FL",2022,44707,43568,1139,2.5     
CN1209100000000,12,091,"Okaloosa County, FL",2022,103324,100805,2519,2.4     
CN1209300000000,12,093,"Okeechobee County, FL",2022,17678,17136,542,3.1     
CN1209500000000,12,095,"Orange County, FL",2022,792421,769611,22810,2.9     
CN1209700000000,12,097,"Osceola County, FL",2022,197366,190680,6686,3.4     
CN1209900000000,12,099,"Palm Beach County, FL",2022,763006,740847,22159,2.9     
CN1210100000000,12,101,"Pasco County, FL",2022,258149,250277,7872,3.0     
CN1210300000000,12,103,"Pinellas County, FL",2022,510331,496830,13501,2.6     
CN1210500000000,12,105,"Polk County, FL",2022,338322,326547,11775,3.5     
CN1210700000000,12,107,"Putnam County, FL",2022,27491,26377,1114,4.1     
CN1210900000000,12,109,"St. Johns County, FL",2022,149333,145849,3484,2.3     
CN1211100000000,12,111,"St. Lucie County, FL",2022,155564,150258,5306,3.4     
CN1211300000000,12,113,"Santa Rosa County, FL",2022,87512,85163,2349,2.7     
CN1211500000000,12,115,"Sarasota County, FL",2022,195994,190365,5629,2.9     
CN1211700000000,12,117,"Seminole County, FL",2022,263804,256782,7022,2.7     
CN1211900000000,12,119,"Sumter County, FL",2022,37346,35829,1517,4.1     
CN1212100000000,12,121,"Suwannee County, FL",2022,17531,16963,568,3.2     
CN1212300000000,12,123,"Taylor County, FL",2022,8085,7815,270,3.3     
CN1212500000000,12,125,"Union County, FL",2022,4518,4386,132,2.9     
CN1212700000000,12,127,"Volusia County, FL",2022,266061,257682,8379,3.1     
CN1212900000000,12,129,"Wakulla County, FL",2022,15991,15589,402,2.5     
CN1213100000000,12,131,"Walton County, FL",2022,35024,34130,894,2.6     
CN1213300000000,12,133,"Washington County, FL",2022,9795,9482,313,3.2     
CN1300100000000,13,001,"Appling County, GA",2022,9346,9011,335,3.6     
CN1300300000000,13,003,"Atkinson County, GA",2022,4374,4254,120,2.7     
CN1300500000000,13,005,"Bacon County, GA",2022,4879,4736,143,2.9     
CN1300700000000,13,007,"Baker County, GA",2022,1119,1074,45,4.0     
CN1300900000000,13,009,"Baldwin County, GA",2022,17754,17047,707,4.0     
CN1301100000000,13,011,"Banks County, GA",2022,10897,10653,244,2.2     
CN1301300000000,13,013,"Barrow County, GA",2022,43097,42011,1086,2.5     
CN1301500000000,13,015,"Bartow County, GA",2022,52316,50813,1503,2.9     
CN1301700000000,13,017,"Ben Hill County, GA",2022,5592,5350,242,4.3     
CN1301900000000,13,019,"Berrien County, GA",2022,7772,7525,247,3.2     
CN1302100000000,13,021,"Bibb County, GA",2022,65430,62987,2443,3.7     
CN1302300000000,13,023,"Bleckley County, GA",2022,4546,4350,196,4.3     
CN1302500000000,13,025,"Brantley County, GA",2022,7415,7159,256,3.5     
CN1302700000000,13,027,"Brooks County, GA",2022,6701,6493,208,3.1     
CN1302900000000,13,029,"Bryan County, GA",2022,20150,19627,523,2.6     
CN1303100000000,13,031,"Bulloch County, GA",2022,38398,37095,1303,3.4     
CN1303300000000,13,033,"Burke County, GA",2022,9019,8551,468,5.2     
CN1303500000000,13,035,"Butts County, GA",2022,11337,11023,314,2.8     
CN1303700000000,13,037,"Calhoun County, GA",2022,2189,2119,70,3.2     
CN1303900000000,13,039,"Camden County, GA",2022,21930,21276,654,3.0     
CN1304300000000,13,043,"Candler County, GA",2022,6089,5942,147,2.4     
CN1304500000000,13,045,"Carroll County, GA",2022,57286,55530,1756,3.1     
CN1304700000000,13,047,"Catoosa County, GA",2022,33352,32456,896,2.7     
CN1304900000000,13,049,"Charlton County, GA",2022,5076,4918,158,3.1     
CN1305100000000,13,051,"Chatham County, GA",2022,144226,139858,4368,3.0     
CN1305300000000,13,053,"Chattahoochee County, GA",2022,1909,1822,87,4.6     
CN1305500000000,13,055,"Chattooga County, GA",2022,9240,8852,388,4.2     
CN1305700000000,13,057,"Cherokee County, GA",2022,142815,139453,3362,2.4     
CN1305900000000,13,059,"Clarke County, GA",2022,57891,55977,1914,3.3     
CN1306100000000,13,061,"Clay County, GA",2022,831,775,56,6.7     
CN1306300000000,13,063,"Clayton County, GA",2022,140266,134765,5501,3.9     
CN1306500000000,13,065,"Clinch County, GA",2022,3031,2947,84,2.8     
CN1306700000000,13,067,"Cobb County, GA",2022,431657,420518,11139,2.6     
CN1306900000000,13,069,"Coffee County, GA",2022,18792,18128,664,3.5     
CN1307100000000,13,071,"Colquitt County, GA",2022,21979,21355,624,2.8     
CN1307300000000,13,073,"Columbia County, GA",2022,75917,73779,2138,2.8     
CN1307500000000,13,075,"Cook County, GA",2022,8223,7968,255,3.1     
CN1307700000000,13,077,"Coweta County, GA",2022,77762,75691,2071,2.7     
CN1307900000000,13,079,"Crawford County, GA",2022,5371,5203,168,3.1     
CN1308100000000,13,081,"Crisp County, GA",2022,9763,9351,412,4.2     
CN1308300000000,13,083,"Dade County, GA",2022,8026,7816,210,2.6     
CN1308500000000,13,085,"Dawson County, GA",2022,13427,13097,330,2.5     
CN1308700000000,13,087,"Decatur County, GA",2022,11823,11440,383,3.2     
CN1308900000000,13,089,"DeKalb County, GA",2022,405397,392693,12704,3.1     
CN1309100000000,13,091,"Dodge County, GA",2022,6897,6639,258,3.7     
CN1309300000000,13,093,"Dooly County, GA",2022,4772,4583,189,4.0     
CN1309500000000,13,095,"Dougherty County, GA",2022,36369,34798,1571,4.3     
CN1309700000000,13,097,"Douglas County, GA",2022,75159,72718,2441,3.2     
CN1309900000000,13,099,"Early County, GA",2022,4425,4266,159,3.6     
CN1310100000000,13,101,"Echols County, GA",2022,1873,1826,47,2.5     
CN1310300000000,13,103,"Effingham County, GA",2022,33678,32818,860,2.6     
CN1310500000000,13,105,"Elbert County, GA",2022,7872,7580,292,3.7     
CN1310700000000,13,107,"Emanuel County, GA",2022,8717,8362,355,4.1     
CN1310900000000,13,109,"Evans County, GA",2022,5050,4903,147,2.9     
CN1311100000000,13,111,"Fannin County, GA",2022,11950,11632,318,2.7     
CN1311300000000,13,113,"Fayette County, GA",2022,59593,58040,1553,2.6     
CN1311500000000,13,115,"Floyd County, GA",2022,43798,42428,1370,3.1     
CN1311700000000,13,117,"Forsyth County, GA",2022,130295,127263,3032,2.3     
CN1311900000000,13,119,"Franklin County, GA",2022,9990,9674,316,3.2     
CN1312100000000,13,121,"Fulton County, GA",2022,575874,557586,18288,3.2     
CN1312300000000,13,123,"Gilmer County, GA",2022,12413,12032,381,3.1     
CN1312500000000,13,125,"Glascock County, GA",2022,1253,1215,38,3.0     
CN1312700000000,13,127,"Glynn County, GA",2022,39697,38527,1170,2.9     
CN1312900000000,13,129,"Gordon County, GA",2022,28907,28088,819,2.8     
CN1313100000000,13,131,"Grady County, GA",2022,10941,10613,328,3.0     
CN1313300000000,13,133,"Greene County, GA",2022,7331,7098,233,3.2     
CN1313500000000,13,135,"Gwinnett County, GA",2022,501409,487916,13493,2.7     
CN1313700000000,13,137,"Habersham County, GA",2022,18779,18201,578,3.1     
CN1313900000000,13,139,"Hall County, GA",2022,107171,104611,2560,2.4     
CN1314100000000,13,141,"Hancock County, GA",2022,2514,2390,124,4.9     
CN1314300000000,13,143,"Haralson County, GA",2022,13028,12634,394,3.0     
CN1314500000000,13,145,"Harris County, GA",2022,16814,16355,459,2.7     
CN1314700000000,13,147,"Hart County, GA",2022,12111,11745,366,3.0     
CN1314900000000,13,149,"Heard County, GA",2022,5330,5171,159,3.0     
CN1315100000000,13,151,"Henry County, GA",2022,120701,116898,3803,3.2     
CN1315300000000,13,153,"Houston County, GA",2022,70748,68554,2194,3.1     
CN1315500000000,13,155,"Irwin County, GA",2022,3537,3397,140,4.0     
CN1315700000000,13,157,"Jackson County, GA",2022,46153,45209,944,2.0     
CN1315900000000,13,159,"Jasper County, GA",2022,7207,7019,188,2.6     
CN1316100000000,13,161,"Jeff Davis County, GA",2022,6148,5926,222,3.6     
CN1316300000000,13,163,"Jefferson County, GA",2022,6627,6363,264,4.0     
CN1316500000000,13,165,"Jenkins County, GA",2022,3324,3183,141,4.2     
CN1316700000000,13,167,"Johnson County, GA",2022,4004,3888,116,2.9     
CN1316900000000,13,169,"Jones County, GA",2022,13320,12930,390,2.9     
CN1317100000000,13,171,"Lamar County, GA",2022,8391,8116,275,3.3     
CN1317300000000,13,173,"Lanier County, GA",2022,3783,3653,130,3.4     
CN1317500000000,13,175,"Laurens County, GA",2022,19146,18411,735,3.8     
CN1317700000000,13,177,"Lee County, GA",2022,15011,14577,434,2.9     
CN1317900000000,13,179,"Liberty County, GA",2022,26158,25301,857,3.3     
CN1318100000000,13,181,"Lincoln County, GA",2022,3511,3389,122,3.5     
CN1318300000000,13,183,"Long County, GA",2022,8473,8210,263,3.1     
CN1318500000000,13,185,"Lowndes County, GA",2022,50565,48914,1651,3.3     
CN1318700000000,13,187,"Lumpkin County, GA",2022,18582,18131,451,2.4     
CN1318900000000,13,189,"McDuffie County, GA",2022,8409,8037,372,4.4     
CN1319100000000,13,191,"McIntosh County, GA",2022,6215,6022,193,3.1     
CN1319300000000,13,193,"Macon County, GA",2022,4533,4344,189,4.2     
CN1319500000000,13,195,"Madison County, GA",2022,13357,12972,385,2.9     
CN1319700000000,13,197,"Marion County, GA",2022,3246,3131,115,3.5     
CN1319900000000,13,199,"Meriwether County, GA",2022,8991,8649,342,3.8     
CN1320100000000,13,201,"Miller County, GA",2022,2874,2798,76,2.6     
CN1320500000000,13,205,"Mitchell County, GA",2022,8240,7913,327,4.0     
CN1320700000000,13,207,"Monroe County, GA",2022,12795,12435,360,2.8     
CN1320900000000,13,209,"Montgomery County, GA",2022,3860,3712,148,3.8     
CN1321100000000,13,211,"Morgan County, GA",2022,9703,9442,261,2.7     
CN1321300000000,13,213,"Murray County, GA",2022,15366,14755,611,4.0     
CN1321500000000,13,215,"Muscogee County, GA",2022,75466,72359,3107,4.1     
CN1321700000000,13,217,"Newton County, GA",2022,54323,52466,1857,3.4     
CN1321900000000,13,219,"Oconee County, GA",2022,19984,19523,461,2.3     
CN1322100000000,13,221,"Oglethorpe County, GA",2022,6909,6720,189,2.7     
CN1322300000000,13,223,"Paulding County, GA",2022,91455,89068,2387,2.6     
CN1322500000000,13,225,"Peach County, GA",2022,11858,11408,450,3.8     
CN1322700000000,13,227,"Pickens County, GA",2022,15924,15515,409,2.6     
CN1322900000000,13,229,"Pierce County, GA",2022,8901,8657,244,2.7     
CN1323100000000,13,231,"Pike County, GA",2022,9208,8960,248,2.7     
CN1323300000000,13,233,"Polk County, GA",2022,18531,17960,571,3.1     
CN1323500000000,13,235,"Pulaski County, GA",2022,4006,3873,133,3.3     
CN1323700000000,13,237,"Putnam County, GA",2022,8764,8460,304,3.5     
CN1323900000000,13,239,"Quitman County, GA",2022,733,697,36,4.9     
CN1324100000000,13,241,"Rabun County, GA",2022,7774,7548,226,2.9     
CN1324300000000,13,243,"Randolph County, GA",2022,2392,2287,105,4.4     
CN1324500000000,13,245,"Richmond County, GA",2022,82682,79202,3480,4.2     
CN1324700000000,13,247,"Rockdale County, GA",2022,45269,43698,1571,3.5     
CN1324900000000,13,249,"Schley County, GA",2022,2161,2081,80,3.7     
CN1325100000000,13,251,"Screven County, GA",2022,5033,4815,218,4.3     
CN1325300000000,13,253,"Seminole County, GA",2022,3090,2981,109,3.5     
CN1325500000000,13,255,"Spalding County, GA",2022,29358,28383,975,3.3     
CN1325700000000,13,257,"Stephens County, GA",2022,10640,10262,378,3.6     
CN1325900000000,13,259,"Stewart County, GA",2022,2597,2504,93,3.6     
CN1326100000000,13,261,"Sumter County, GA",2022,12280,11778,502,4.1     
CN1326300000000,13,263,"Talbot County, GA",2022,2811,2708,103,3.7     
CN1326500000000,13,265,"Taliaferro County, GA",2022,541,518,23,4.3     
CN1326700000000,13,267,"Tattnall County, GA",2022,9388,9103,285,3.0     
CN1326900000000,13,269,"Taylor County, GA",2022,2626,2496,130,5.0     
CN1327100000000,13,271,"Telfair County, GA",2022,3597,3392,205,5.7     
CN1327300000000,13,273,"Terrell County, GA",2022,3475,3318,157,4.5     
CN1327500000000,13,275,"Thomas County, GA",2022,17013,16412,601,3.5     
CN1327700000000,13,277,"Tift County, GA",2022,21053,20469,584,2.8     
CN1327900000000,13,279,"Toombs County, GA",2022,12129,11669,460,3.8     
CN1328100000000,13,281,"Towns County, GA",2022,4066,3900,166,4.1     
CN1328300000000,13,283,"Treutlen County, GA",2022,2641,2537,104,3.9     
CN1328500000000,13,285,"Troup County, GA",2022,36577,35486,1091,3.0     
CN1328700000000,13,287,"Turner County, GA",2022,3172,3043,129,4.1     
CN1328900000000,13,289,"Twiggs County, GA",2022,2726,2600,126,4.6     
CN1329100000000,13,291,"Union County, GA",2022,11458,11157,301,2.6     
CN1329300000000,13,293,"Upson County, GA",2022,11741,11368,373,3.2     
CN1329500000000,13,295,"Walker County, GA",2022,31180,30239,941,3.0     
CN1329700000000,13,297,"Walton County, GA",2022,48037,46703,1334,2.8     
CN1329900000000,13,299,"Ware County, GA",2022,15860,15389,471,3.0     
CN1330100000000,13,301,"Warren County, GA",2022,2691,2589,102,3.8     
CN1330300000000,13,303,"Washington County, GA",2022,6967,6695,272,3.9     
CN1330500000000,13,305,"Wayne County, GA",2022,12005,11635,370,3.1     
CN1330700000000,13,307,"Webster County, GA",2022,985,949,36,3.7     
CN1330900000000,13,309,"Wheeler County, GA",2022,1657,1574,83,5.0     
CN1331100000000,13,311,"White County, GA",2022,17015,16609,406,2.4     
CN1331300000000,13,313,"Whitfield County, GA",2022,43134,41498,1636,3.8     
CN1331500000000,13,315,"Wilcox County, GA",2022,2675,2576,99,3.7     
CN1331700000000,13,317,"Wilkes County, GA",2022,3701,3551,150,4.1     
CN1331900000000,13,319,"Wilkinson County, GA",2022,3896,3768,128,3.3     
CN1332100000000,13,321,"Worth County, GA",2022,8739,8466,273,3.1     
CN1500100000000,15,001,"Hawaii County, HI",2022,94246,90813,3433,3.6     
CN1500300000000,15,003,"Honolulu County/city, HI",2022,458128,442291,15837,3.5     
CN1500700000000,15,007,"Kauai County, HI",2022,36657,35336,1321,3.6     
CN1500900000000,15,009,"Maui County, HI",2022,87268,84237,3031,3.5     
CN1600100000000,16,001,"Ada County, ID",2022,275602,269248,6354,2.3     
CN1600300000000,16,003,"Adams County, ID",2022,1764,1671,93,5.3     
CN1600500000000,16,005,"Bannock County, ID",2022,43837,42641,1196,2.7     
CN1600700000000,16,007,"Bear Lake County, ID",2022,3292,3207,85,2.6     
CN1600900000000,16,009,"Benewah County, ID",2022,4092,3919,173,4.2     
CN1601100000000,16,011,"Bingham County, ID",2022,24978,24329,649,2.6     
CN1601300000000,16,013,"Blaine County, ID",2022,13257,12925,332,2.5     
CN1601500000000,16,015,"Boise County, ID",2022,3832,3688,144,3.8     
CN1601700000000,16,017,"Bonner County, ID",2022,21888,21093,795,3.6     
CN1601900000000,16,019,"Bonneville County, ID",2022,62826,61352,1474,2.3     
CN1602100000000,16,021,"Boundary County, ID",2022,5704,5488,216,3.8     
CN1602300000000,16,023,"Butte County, ID",2022,1491,1446,45,3.0     
CN1602500000000,16,025,"Camas County, ID",2022,725,705,20,2.8     
CN1602700000000,16,027,"Canyon County, ID",2022,114909,111561,3348,2.9     
CN1602900000000,16,029,"Caribou County, ID",2022,4171,4055,116,2.8     
CN1603100000000,16,031,"Cassia County, ID",2022,14052,13738,314,2.2     
CN1603300000000,16,033,"Clark County, ID",2022,390,376,14,3.6     
CN1603500000000,16,035,"Clearwater County, ID",2022,3013,2858,155,5.1     
CN1603700000000,16,037,"Custer County, ID",2022,2255,2182,73,3.2     
CN1603900000000,16,039,"Elmore County, ID",2022,12478,12117,361,2.9     
CN1604100000000,16,041,"Franklin County, ID",2022,7592,7424,168,2.2     
CN1604300000000,16,043,"Fremont County, ID",2022,8377,8171,206,2.5     
CN1604500000000,16,045,"Gem County, ID",2022,8947,8690,257,2.9     
CN1604700000000,16,047,"Gooding County, ID",2022,9689,9460,229,2.4     
CN1604900000000,16,049,"Idaho County, ID",2022,6820,6562,258,3.8     
CN1605100000000,16,051,"Jefferson County, ID",2022,15476,15134,342,2.2     
CN1605300000000,16,053,"Jerome County, ID",2022,14367,14011,356,2.5     
CN1605500000000,16,055,"Kootenai County, ID",2022,84574,81852,2722,3.2     
CN1605700000000,16,057,"Latah County, ID",2022,20417,19915,502,2.5     
CN1605900000000,16,059,"Lemhi County, ID",2022,3705,3567,138,3.7     
CN1606100000000,16,061,"Lewis County, ID",2022,1662,1597,65,3.9     
CN1606300000000,16,063,"Lincoln County, ID",2022,3019,2915,104,3.4     
CN1606500000000,16,065,"Madison County, ID",2022,23936,23497,439,1.8     
CN1606700000000,16,067,"Minidoka County, ID",2022,12781,12476,305,2.4     
CN1606900000000,16,069,"Nez Perce County, ID",2022,21312,20763,549,2.6     
CN1607100000000,16,071,"Oneida County, ID",2022,2696,2628,68,2.5     
CN1607300000000,16,073,"Owyhee County, ID",2022,5884,5693,191,3.2     
CN1607500000000,16,075,"Payette County, ID",2022,12218,11846,372,3.0     
CN1607700000000,16,077,"Power County, ID",2022,4540,4411,129,2.8     
CN1607900000000,16,079,"Shoshone County, ID",2022,5446,5194,252,4.6     
CN1608100000000,16,081,"Teton County, ID",2022,7616,7456,160,2.1     
CN1608300000000,16,083,"Twin Falls County, ID",2022,44257,43091,1166,2.6     
CN1608500000000,16,085,"Valley County, ID",2022,5790,5574,216,3.7     
CN1608700000000,16,087,"Washington County, ID",2022,4994,4830,164,3.3     
CN1700100000000,17,001,"Adams County, IL",2022,30780,29758,1022,3.3     
CN1700300000000,17,003,"Alexander County, IL",2022,1808,1695,113,6.3     
CN1700500000000,17,005,"Bond County, IL",2022,7497,7213,284,3.8     
CN1700700000000,17,007,"Boone County, IL",2022,25074,23471,1603,6.4     
